text,name
"SAS has become one of the most widely accepted data management and statistical analysis packages in the United States. Furthermore, SAS appears to be in the process of achieving a global acceptance as one of the premier software packages in the world. A recent issue of SAS Communications ( Summer, 1982 has listed SAS distributors in many parts o~ the world. For example, SAS has now over 200 products installed in Japan, a very important market in the global competition. This paper examines how SAS is thriving in Japan, a vastly heterogenous culture where a software package written in English has been accepted as a major tool in an applications package arsenal. There are somc formidable obstacles to be overcome between the two cultures. For example, SAS manuals must be translated into Japanese versions to make SAS generally accessible to Japanese users. SAS will have to be modified and enhanced to accommodate the Japanese alphabet and Chinese characters which are integral parts of the Japanese language. Japanese managers can hardly be expected to read routine management reports annotated with English titles without grumbling. This paper focuses upon aspects related to cultural transitions of SAS from the Occident to the Orient.",Sugi-83-35 Kondo.pdf
"Bullcllng a Networl' of SAS Users for Education and Technical Support David R. Dolkart, American Hospital Association Introduction The evolution of SAS usage within a corporation falls into three, basic stages: beginning, middle, and advanced (figure 1). The beginning stage follows the installation of the SAS Basics package and is characterized by first time users who depend largely on individual efforts to design and debug their programs. The emergence of experienced users who train and provide technical support to others marks the middle segment. Advancing beyond this segment requires a corporate effort to centralize SAS education and technical assistance by hiring a full-time: support staff. When it is difficult to fund a full-time staff, the user network is an alternate educational and support vehicle for moving a cor­ poration toward the advanced SAS level. The Education of $AS U •• r. within a Corporation A fundamental corporate goal is to shrink the relative time and effort necessary for SAS users to reach beyond the novice level and grow to the experienced and expert levels (figure 2). The SAS user network supports this goal by rein­ forcing SAS cowsework1 with tutoring, seminars, and brief­ ings (table 1). SAS Institute, Inc. products provide valuable support to net­ work~ lacking sufficient manpower and expertise to meet users' educational needs. Depending on subject material, cost, flexibility, and versatil­ ity requirements, a corporation can arrange for SAS in-house training 2 or for SAS video training. J On the other hand, net­ works with the ""right""4 size and background have the ingre­ dients to provide SAS training at a corporate or one-an-one level. For SAS users to evolve, a network must plan for continuing education through seminars and briefings. In-house seminars provide the right atmosphere for cross-fertilizing knowledge: • Through the Sharing of Novd Approaches to Problems • By Disseminating Information on Companywide and Other Data Bases SAS",Sugi-83-36 Dolkart.pdf
"DISCREPANCY ANALYSIS: USING SAS TO MJNITOR PlIDGRAM PARTICIPATION Richard Williford Texas Education Agency INTlIDDUCfION Statutory law as well as regulatory rules often require local governments and private businesses to monitor discrepancies in minority employment and/or participation in federally-funded programs. State Education Agencies (SEA's), for example, must monitor vocational education program student enrollment by equity category. Equity categories and their subcategories include SEX Male Female ETHNICITY White Hispanic Black Asian or Pacific Islander American Indian or Aleutian HANDICAPPED DISADVANIAGED LIMITED-ENGLISH PlIDFICIENCY (LEP) PlIDBLEM STATEMENI Federally-funded vocational eilllcation programs exist in over 950 Texas local education agencies (LEA's), or school districts. Mbre than 1,000 campuses are involved with usually two or more major vocational programs offered. In the con­ text of this paper, a major vocational program is one identified by either the fiTst two or digits of a six-digit code. Examples of major vocational programs include Agriculture, Distri­ butive Education, Useful and Gainful Homemaking, and Office Occupations. MJst campuses offer at least two programs, while many offer more. The combination of campuses and programs currently exceeds 30,000, although the LEA/program combinations is nearer 4,300. All of these LEA/program combinations must be monitored for equity. A tradeoff exists in trying to optimize monitor­ ing efforts, too. Which programs are less equi­ table: those with a greater proport; on of stu­ dents being discriminated against or those with greater absolute numbers of students being dis­ criminated against? The problem is to try to account for both factors while at the same time ranking individual LEA's according to the apparent amourrt. of dlscrlminatlon present. The higher ranking LEA's will be examined more closely be­ fore the lower ranking ones. 184 Thus, limited staff. time, and resources can be used most",Sugi-83-37 Williford.pdf
"SAVING THE BEST FOR LAST? FIRST? IN THE MIDDLE?: Alternative Approaches to Teaching SAS and Beginning Data Processing James D. Hosking and David H. Christiansen The University of North Carolina at Chapel Hill For more than a decade, the Department of Biostatistics has taught a one semester service course (BIOS 111, Introduction to Statistical Computing and Data Management) designed to teach graduate students in the School of Public Health sufficient computing skills for the completion of their degree requirements. The course has no prerequisites, and is taken primarily by first semester graduate students with no prior exposure to computers. The contents of the course. described in detail below. include: an introduction to computers, using the facilities of the operating system (currently MVS JCL and TSO), an introduction to data processing concepts and techniques (using SAS) and an introduction to statistical computing (again using SAS). A major problem in organizing such a course is the complex network of interrelationships among the concepts to be learned in a short period of time. For example. running the simplest SAS job requires the student to have a basic conceptual understanding of computer hardware, an operating system, and data sets and data representation. as well as SAS itself. The optimal depth of coverage and ordering of these topics is not obvious. Although the course is popular (70-100 students three semesters a year) and generally well received, we have never been completely satisfied with any of the orders of presentation of the material that we have tried. This paper will present four of the approaches that we have tried over the years. These include: teaching the operating system control prog~ams (JCL, TSO) before, after, and in the middle of teaching SAS; teaching SAS programming and data set manipulation before, after, and in the middle of teaching data input; and teaching statistical computing before, after, and in the middle of the other topic",Sugi-83-38 Hosking Christiansen.pdf
"URBAN SPATIAL STRUCTURE AND GASOLINE CONSUMPTION Robert M. Ray, Research Triangle Institute Introduction This paper describes a study recently conducted at the Research Triangle Institute for the U.S. Department of Transportation. The primary objective of this research was to identify spatial patterns of urban develop­ ment strongly correlated with rates of gaso­ line consumption across existing U.S. cities. Both statistical and graphical analyses were conducted. Several new spatial measurement methods were developed by the auth.or. All statistical analysis was done using SAS. The GMAP procedure of SAS/GRAPH was used (along with other mapping software) to display ob­ served urban land development patterns. Study Rationale Why is it that people in Houston, Atlanta, and Grand Rapids use more gasoline than people in Buffalo, New Orleans, and Milwaukee? To explain such differences we must consider numerous factors such as local economic conditions, public transportation availabil­ ity, climate, terrain, and urban spatial structure. By urban spatial structure we mean the physical layout of cities, i.e., how close people's homes are to their work places, schools, shopping centers, restaurants, and recreation areas. Since one of the goals of urban planning is to gUide city growth along socially desirable courses, uncertainties surrounding long-term gasoline supplies make it important that planners understand rela­ tionships between urban spatial structure and gasoline consumption. Since the 1973-74 fUf'l Ct""1S1S, a number of studies have attempted to explore these relationships statistically. (For examples, see Watt, 1978; Stewart and Bennett, 1975; Keyes and Peterson, 1977.) However, all of these studies have encountered two sets of difficulties: (1) problems stemming from the lack of comparablf' data acros~ cities describ­ ing non-residential spatial structure, and (2) problems related to the difficulty of measuring numerous important aspects of spatial structure in gene",Sugi-83-39 Ray.pdf
"I. SOFTWARE FOR STATISTICAL GRAPHICS - AN OVERVIEW P.M. Caporal and G.J. Hahn, General Electric Company INTROOUCTION AND OVERVIEW Output devices, such as CRT dis­ play terminals and special plot­ ters, which are now available for high-quality graphics, pro­ vide the analyst new opportun­ ities for presenting and explor­ ing data. In addition to sum­ marizing data and performing statistical evaluations, the computer can be used to present the results through attractive and meaningful graphical dis­ plays. These displays are fur­ ther enhanced by the increasing accessibility of color graph­ ics. As a result, individuals with limited statistical train­ ing can obtain simple, but in­ cisive, graphical presentations of the data, while a trained an­ alyst can gain an improved un­ derstanding of complex data by using graphical tools for ex­ ploratory data analysis. More­ over, obtaining such displays on a computer, rather than manual­ ly, can significantly reduce the elapsed time to get the desired graphics and allows the analyst to operate in an iterative man­ ner. The marriage of statistical data analysis and high-quality graph­ ics has become possible through the development of statistical graphics software by software houses, graphics hardware sup­ pliers, universities and oth­ ers. Two previous papers (Caporal and Hahn [1981a and 1961b]) described software for high-quality graphical dis­ plays. These papers dealt prin­ cipally with offerings for pres­ entation graphics, many of which have only limited capabilities for statisitical data analysis. In this paper, we concentrate on software that permits the user to integrate the data analysis and data display functions, i.e., offerings that have non-trivial statistical, as well as data display, capabilities, for a wide variety of computers, ranging from desktops to main­ frames. We will, however, deal 199 only with software that provides high-Quality graphical output. Thus, we will not, for example, consider programs that",Sugi-83-40 Caporal Hahn.pdf
"I~TERACTIVE CONTROL CHARTS USING SAS82 David C. Schlotzhauer, Union Carbide The demand for some American products is begin­ ning to ebb as foreign competition increases. Quite the opposite is occurring in Japan, where in many cases higher quality products are being produced at lower cost. How do the Japanese do it? Many business leaders today are trying to find the answer to this question. One of the more important factors seems to be the widespread use of quality control tech­ niques. American businesses are beginning to see that pairing these techniques with statis­ tically designed experimentation provides a key to increasing the productivity of our pro­ cesses. The computer also has an important role in business today. Its speed and accuracy could be of great help in applying quality control methods. For instance~ an interactive. prompt­ driven system to produce control charts could be a very useful application. This paper dis­ cusses the development of such a system. CONTROL CHARTS Perhaps the best-known quality control device is the control chart. Control charts are graphical tools based on statistical theory that allow us to monitor the performance of a process. The process can be anything from the baking of bread to the production of parts for nuclear weapon~ tu the generation of paperwork in an office. While the process may be complex, starting a control chart on the process is very simple. Whatever the product~ consecutive samples (generally of fixed size) are taken. If some feature of interest can be measured on a con­ tinuous scale. then the average and range of each sample are obtained. The average of the sample averages and the average of the sample ranges are calculated. and are used to compute upper and lower limits. We then plot the sam­ ple averages and ranges with their respective limits. If any of the values fall outside of these control limits, the process is said to be ""out of control."" In other words, the process is not behaving in a consisten",Sugi-83-41 Schlotzhauer.pdf
"GRAPHIC COMPARISON OF INSECT POPULATIONS Lawrence W. Grimes, Clemson University Hoke S. Hill, Clemson University INTRODUCTION SAS-GRAPH GMAP procedures were used to provide a visual apprasial of level of infestation and movement of boll weevils in cotton fields. The initiative was generated from a study designed to evaluate the effect of winter trap placement (infield vs boarder trap locations) on subsequent summer populations. During July and August, pheromone bated traps were placed in fields at a density of three traps per acre and weevil counts were taken at weekly intervals. Both surface and choropleth maps were produced to depict weevil activity during four of the intervals. The data and maps presented here are meant to demonstrate the graphics used and are not necessarily representative of actual data collected. Standard statistical procedures were used to compare weekly summer catches for the two winter trap placements. PROCEDURES The x,y coordinates for field boundaries and trap locations wer('. entered using a digitizer and read as separate SAS data:;ets. The count data were coded as 0 = none, 1 = 1 to 3, 2 = 4 to 6 and 3 ::. greater than 7 weevils and merged with the trap location coordinates . ., Generating surface maps (Figure 1 shows the accumulated levels), then, was straight forward in that boundary and trap data were combined and plotted according to the program statements given in Table 1. Although dispersion and relative magnitude were obvious from the surface maps, absolute magnitude was not and change from week to week could not be shown easily without separate maps for each week. By using the choropleth map (Figure 2) with various PATTERN statements, week by week catches were combined in one plot showing rate of infestation as well as movement within the field. Data were entered as before, however, for each trap location, a polygon (in this case a square) was computed. The polygon was divided into as manv seoments (triangles for these plots) as",Sugi-83-42 Grimes Hill.pdf
"A MACRO FOR INCLUOING A RESPONSE GRIO ON SAS/GRAPH G30 PLOTS John O. Hackman, N. C. State University SAS/GRAPH PROC G3D produces a good picture of a response variable (z) as a function of two independent variables (x and y). However, the plots are hard to interpret because of the difficulty in comparing values on the response surface to the z-scale given on the lefthand side of the plot. Interpretability is enhanced by adding a reference grid of z-values around the plot. The algorithm used by PROC G3D was written to plot a complete x*y matrix having a unique value for z. The plot can be quite strange in appearance when multiple z's are present for identical x, y values. In order to facilitate plotting of the grid, all x, y points must be unique with the grid slightly larger than the response surface. The reference gri d resembles a square football stadium about the response surface, with x,y values farther from the center for larger 2'S. Although the reference grid and the perimeter of the response surface have dif­ ferent x~y values, these values are so nearly equal that the difference cannot be distin­ guished when they are plotted. A macro RESP has been written to generate a response surface and a reference grid (Table 1). This macro uses 2 user defined macros whose names and variables must be as described below. The macro produces a SAS data set WORK.E which contains the variables X~Y and Z. This data set can then be sorted. stored and plotted. MACRO XYZMM XMIN=nj XMAX=n; XING=n; YMIN=n: YMAX=n: YINC=n: RU=.OOl: ZMIN=n: ZMAX=n: ZINC=n: DROP XMIN--ZINC: where n is any number. This macro gives the minimum, maximum and increment used for gener­ ating x,y and z values. The variable RU is needed to account for rounding errors when non­ integer increments are used. MACRO EQUAT Z=K + f(X,y); % This macro contains the equation(s) for the response variable (Z) as a function of X and Y plus a constant. A general format of using macro RESP is given in Table 2. Table 2 also",Sugi-83-43 Hackman.pdf
"rgy (DOE) Health and Mortality Study maintains a large dynamic data base on a DEC PDP-IO. Demographic, employment, exposure, health, and vital status information is being collected for approximately 600,000 individuals who have ever worked for DOE or DOE contractors (or their predecessors) at 76 faci­ lities nationwide. The epidemiologic research using these data involves many scientists work­ ing on a variety of projects concurrently. The scientific investigators continually need to monitor items such as the status of data col­ lection, error correction, and vital status deter~ination for their projects. The quarterly report of the status of the data base by faci­ lity is in itself quite extensive, up to 200 pages in length; an example is shown in Figure 1. Since this information is usually needed for progress reports and scientific presentations, the research scientist has to abstract data from the report and have the data prepared by a secretary, technical illustrator, or graphics programmer for visual simplicity. As the size of the study data base increases, the need for informational reports increases; and as graphics hardware and software becomes more readily available, graphics programmers are becoming increasingly involved in this preparation. It was determined that, since most of the requests for graphics are repeated frequently, an auto­ mated system should be developed to abstract the data and construct the graphics programs. To maximize its usefulness, such a syst",Sugi-83-44 Worrel Hudson.pdf
"-Packard Company Abstract Business graphics systems such as SAS/GRAPH have made high quality graphics available to business professionals of varying levels. Many of these profession­ a1s have never had any graphics training, and yet in using the easily accessable new software they are preparing important graphics presentations. The persuasive­ ness of these graphics may be enhanced by use of basic graphics design principles. Some of these principles have been described in SUGI proceedings before (notabl¥. the selection and use of color was discussed at length at SUGI '82); however, principles of composition are rarely taught to business professionals who prepare business graphics. This paper will describe three elements of composition in ter.ms of three para­ digms and will illustrate their use ,n examples culled from the art world and as applied to Computer graphics. Use of these principles in selecting type fonts and graph types should allow profession­ als to prepare more persuasive graphics, without suffering from conflicting mes­ sages from subliminal sources. Principles of Composition How frequently we hear the old cliche of two people in an art museum, standing front of a piece of modern art and saying ""Yes, but what does it mean""? Graphics, which is the basis of visual art is like music; just as you must develop an ear for music to be a good composer and evoke desired feelings, so must you develop an eye for graphics if you wish your graphi­ cal presentations to achie",Sugi-83-45 McGregor Nelson.pdf
"FROM BASIC TO UNUSUAL SAS/GRAPH APPLICATTONS C. Royce Claytor and N. H. Wooding, Jr. Virginia Electric & Power Company The advent of color graphics to computer technology has made a significant impact on the business world. SAS/GRAPH was introduced in 1980. offering a graphics package with the additional benefit of all the programming capabilities of SAS. At Virginia Electric & Power Company, we began using SAS/GRAPH in the late summer of 1980 in conjunction with a 1051 CALCOMP plotter. As the usage of SAS/GRAPH increased and as IBM color terminals and print­ ers came on the market. it was decided to acquire them and to enlarge our potential in the graphics area. In the summer of 1981, the first IBM 3279 tubes and 3287 graphics printers were purchased, leading the way for wider usage of color graphics in the company. The graphs were used [or slide prt!l:ientations, monthly Teportl:i, and ba~dC'. informational purposes. As the need for slides increased, we moved from photograph­ ing the screen in a darkroom to using a MATRIX INSTRUMENTS Color Craphic Camera :Hodcl 4007 which connects to the tube by cables and takes color photographs on many types film in size up to B"" x 10."" The graphs presented in this paper origi­ nated from different departments and SAS pro­ grammers at VEPCO. None of the graphs, however, will portray actual corporate information. Though some of the graphs are related to a utility and may utilize electrical terms, the concepts of manipulating data and using graphics opti ons to achieve a desired result should all hold true. In order to create color graphics that suit the needs of any organization, the person responsible needs to have a fairly clear concept of the graph to be created. Next, that person should know how to program the graph with SAS/GRAPH. Third, knowledge of SAS as a pro­ gramming language allows the data to be manipu­ lated into the shape necessary for execution of the graph. And, last, knowing some of the finer points and tricks o",Sugi-83-46 Claytor Wooding.pdf
"USING SAS/GRAPH TO PRODUCE SCHEDULING CHARTS Ron Boehm, Sandy Hemphill, ACT Computer Services Ltd. Mike Atkinson, University of Victoria INTRODUCTION In most organizations or industries, it is necessary to carefully plan and moni­ tor involved projects. These projects often consist of a number of tasks which must be completed within specific time frames. To effectively manage such projects some type of sCheduling chart is required - something that will give an accurate overview of the lifespan of the project. computer Ser­ vices had a requirement for such a sched­ uling chart. The chart was currently being done by the client by calculating the coordinates for all task start and One of our clients at ACT end dates, grid lines, titles, and task positions, then using a BASIC program to drive a plotter. The entire process took up to two weeks to complete using this semi-manual method. In response to this need, the Information Centre staff at ACT developed a full-screen application which guides a non-data processing person who is unfa­ miliar with SAS through the steps of pre­ paring such a scheduling chart. With the use of dialogues, the user is prompted on the types of tasks to be performed, the time pe~iods involved for the tasks, and any special notes or titles that are to appear on the scheduling chart. An addi­ tional feature of this system is the abili ty to overlay a ""cash-flow"" plot upon the project grid. This option graphically displays the fUnding of the project throughout the effective time period of the scheduling chart. A com­ plete grid is displayed in Figure 1. THIS IS THE MAIN HEADING 91-1983-18 DESCRIPTIVE TITLE II DESCRIPTIVE TITLE 12 DESCRIPTIVE TITLE 13 DESCRIPTIVE TITLE I~ PHASE 1 SYSTEM IMPLEMENTATION DETAIL DESIGN CONSTRUCTION AND TESTING INSTALLATION AND TRAINING CUTOVER TO PRODUCTION \It PHASE 2 SYSTEM IMPLIEMENTATION DETAIL DESIGN CONSTRUCTION AND TESTING INSTALLATION AND TRAINING CUTOVER TO PRODUCTION ~ PHASE 3 DESf'RIPTION PHASE 4 DESCRIPTION",Sugi-83-47 Boehm Hemphill Atkinson.pdf
"With the increasing variety, features and low cost of graphics hardware. it is becoming critical that general user software be device independent. SAS/GRAPH provides this advantage. This paper describes a software frontend to SAS/GRAPH which allows users with access to an interactive graphics terminal with 1 ight pen, joystick or crosshairs to construct nonstandard SAS plots incorporating text, lines and shapes. This software generates a SAS/GRAPH procedure which constructs the plot on the desired device. Both SAS and nonSAS users will find this software to be a productivity enhancement tool since it permits the rapid development of word slides, flowcharts and Gantt charts - to name a few.",Sugi-83-48 MacDougall.pdf
"A major responsibility of financial analysts is to present the organization ' s financial picture to management in a concise and descriptive manner. At Texas Instruments, this responsibility has been translated into a Financial Plotting System for the collection, calculation, and graphing of monthly and year-end financial data. Designed for the non-programmer, the system functions in an in­ teractive environment and produces graphs according to user specifications. This paper out­ lines the development and structure of the system, its use by the financial analyst and business man­ ager, and the advantages of its operation.",Sugi-83-49 Vendeland.pdf
"radio-telemetry studies of animal location and movement are made, the re­ searcher wishes to display animal sighting loca­ tions, home range, and habitat utilization, and relate these to maps of the study area. Since it is virtually impossible to scale PROC GPLOT out­ put to exactly match the scaling of available area maps, the researcher needs to be able to create a map with the home range and habitat ut­ ilization superimposed on the study area map. This can be accomplished by digitizing the key features of an available map of the study area, giving a map dataset which can be merged with the animal sighting location and home range boundary point dataset. Then PROC GHAP can be used to generate a comprehensive choropleth map of the study area showing habitat types with home range characteristics superimposed. I NTROOUCTI ON Wi ldl ife biologists are freqqently inter­ ested in describing animal location and movement patterns within a study area. Many studies are made in which an animal is caught and a radio transmitter is attached in order to monitor the animalls movements. By taking directional read~ ings of the animal 1 s location from two or more fixed reference points, approximale ""map"" loca­ tion can be determined. Each of these locations can in turn be translated into (X,Y) coordinates relative to a chosen origin. From a sequence of such location points, the wildlife biologist is interested in determining the animal IS approxi­ mate home range, describing its movement,",Sugi-83-50 Hill Grimes.pdf
"The u~e of radio telemetry technique3 in tracking fish and wildlife in the fiela generate3 research data which are langely geographical in nature. A time ordered series of location fixes can be used to study, for example, animal behavior patterns, habitat preferences, ana responses to environmental ohanges. This information i3 most easily interpreted visually when represented as location fixes plotted on a map of the study area. SAS/GRAPH mapping procedures, designed for area response maps, are not directly applicable to mapping single point locations. However, SAS MACROs can be prepared which use the GPLOT procedure to produce labeled maPS of the study area overlain with telemetry research data in a variety of formats. Examples include dis_crete and time-ordered plots of individual subject location fixes, plots of all location fixes for a class of subjects (e.g.- species), and color/symbol coded plots used to distinguish location fixes made under differing enviro~ental conditions or in different time periods. The use of GPLOT to draw custom outline maps is discussed, as is the HACRO technique which provides easy, interactive mapping for the researcher. 1.0",Sugi-83-51 Rinehart.pdf
"EXPEInENCES OF A SAS GRAPflICS USEf< John L. Hall, Jr. GTE Data Sen-vices, Inc. has installed SAS 79.6 with the SASIGRAPH op t i on. This paper shall describe Dllr introduction into coLor graphics .nd the creative uses we have developed. AIIl()""tIg th~~ top ics to be discussed are the following appt ieat ieHls: (1) A cUn-tHlt <lPpli~:<ition tt;S""es Proc GSLIDE to provide data for presentations. lhis procedure is very adaptable to providing a variety of instructional foils where color emphasizes the key points_ The c:ost of l-epl-oduc i ng these fo i loS"" i.s: st i II E.'xpens i ve and the demand fOl- COlO1 r~produc:ing e'tuipmemt is not as prevelent as we wDulel like. (2) Another application uses Proc GPLO\· to provide color plots. The information can be pLotted for presentation effec t i Vf;m,""~S;5""., (3) A popular use is th"" 'Pi,,' chart .produced ~y Proc GCHAR1. ThiS chart shows the information for multipLe appLications. Introduct ion. General TeLephone & Electronics COl-poraticlll (GTE) IS .d Large, muLtinational company with business enterprises that incLude telephone Clperaticm.s-, cOfflmunicdtions products, electrical and electronic P1Moducts, and telecommunications services. GTE is the parent company of more than 60 comMunications, products and service subsidiaries with operations in 40 states dnd 19 cOllntries, and sa les aPPH)<.'""Ich i ng $i 0 b i I. l i (m dnnualLy. GTE's w(Jl""·ldwi(h .. oPf.'IMaticlns .:.re divided intn fum:tion.ll grt..1t!ps, incluclil1<I' GTE Telephone Operations, ~. E COffimmunications Products, G·rE ELectrical Products, Gl·E Telenet and GT~ Laboratories. The GTE T(>le-~ph()nE! Upe-~rati()ns qn)up i n(: ludes 19 te lepllone COMPanies, comprising the largest I ndepen(1ent (non--Bel.l) telephone system. GTE Data Services provides a Variety of data prorf.'ssing 5prvicE's to these ie l(-?l~horH~ c:ompan i e.s through a network of :strategic<1lly located qata centers. These centers have <:lCC(~.S""5 to SAS. GTE Data Service.~;, Inc. 265 GTE",Sugi-83-52 Hall.pdf
"Congretis ABSTRACT A graphics package designed for production of finished output from high­ level commands can't be expected to anticipate every feature visualized by a user for a particular graph. Neverthe­ less, small changes in the standard product would often make a hi~hly acceptable graph out of an unuseable one. This paper describes computer methods we are using to ""customize"" SAS graphics produced on Tektronix devices. One method involves interception and modification of graphics instructions generated by SAS/GRAPH procedures. Other methods involve manipulation of the SAS user interface. Examples of customized graphics methods and results are included, and problems overcome, and not overcome, are discu~Bed. Tllrough computer-customized SAS graphics we are often able to save the time and expense of manual methods or extensive graphics programming. RESEARCH FOR CONGRESS At the Library of Congress, subject specialists in the Congressional Research Service (CRS) are using SAS graphicS to an increasing extent to help present the results of their research to Congress. The results must be presented with clar­ ity and accuracy, and witllout any trace of unfairness. Anything that may lead to misunderstanding even on casual inspection is avoided. A g~aph is exam­ ined closely to see whether the point it illustrates comes through clearly enough or whether a misleading impression may be created. Often modifications are needed, with truth in graphics as the goal. Given the emphasi",Sugi-83-53 Fromme Bury.pdf
"Since its acquisition, SAS/GRAPH has proven to be a useful tool for professional, non­ professional, EDP and non-EDP persons alike. Some of the experiences gained so far have been both unexpec ted and profound due to the quantity and diversity of data involved. This paper is intended to share these experiences by describing how SAS/GRAPH seeded ~ grew and became recognized as a valuable software product within Statistics Canada. The topics will include: introducing SAS/GRAPH to the user community, providing information and education needed immediately, creating an awareness among potential users. supporting ""key"" preparing for applications. projects, the wider",Sugi-83-54 Gratton.pdf
"CONSTRUCTION AND MANAGEMENT O~ A MEDICAL RESEARCH DATABASE USING RAQL AND SAS Ted G. Van Rossum Jacob V. Aranda McGill University - Montreal Children's Hospital Research Institute INTRODUCTION The Developmental Pharmacology and Perinatal Research Unit (DPPRU) at the Montreal Children's Hospital, supported by a grant from Health and Welfare Canada, undertook an intensive prospec­ tive study on the epidemiology of drug utilization and adverse drug reactions in the newborn infant. The DPPRU monitored 1200 babies in the neonatal intensive care unit over a 5 year period, recording pot-ient and mother history, medications given, lab tests taken, feedings, intra­ venous sol utions, and physical examina­ tions. The data totaling over 200,000 records, stored in 5 large SAS files, was designed to be an ongoing source of information for the determination of incidence, types, patterns and factors influencing drug utilization and adverse drug reactionsa The statistical analysis focused on the calculation of crude incidence rates and relative risk factors for toxicity to the newborn's sensitive organs when certain drugs were given. This type of analysis required that for each drug under study, the survey population would be divided into 3 sub_populations: study, control, and exclusion. Since the criteria defining each sub-population were different for each drug under study, it was recognized that a powerful and flexible method for sub-population retrieval was essential. Gi ven these data management require­ ments, it was decided that a relational database system, because of its flex­ ibility, simplicity and power would be optimal. Since SAS was chosen to handle the statistical analysis, RAQL a new relational query language embedded in SAS, was chosen to perform the sub­ population retrieval. Together, SAS and RAQL provided a comprehensive relational database management system. This paper , using examples from our study, will cover three important topics. The first topic is a disc",Sugi-83-55 VanRossum Aranda.pdf
"The terms Management Information System (MIS) and Decision Support System (DSS) have been used for severa 1 years. Recent ly, however, they have been given new emphasis with the advent of user-oriented database management systems (DBMS), personal work stations, computer graphics, and information management. This paper describes the basic components of MI S-DSS and discusses thei r benefits to an organization. The importance of a planned approach toward MIS-DSS is discussed along with several approaches toward the planning process. The use of various tools and techniques for the rapid development of MIS-DSS systems is described. The use of SAS as an aid in the development process is then discussed. Finally, an approach being taken by the Pharmaceut i ca 1 Research and Deve 1 opment Division of The Upjohn Company toward the development of MIS-DSS is described as well as the role that the Statistical Analysis System (SAS) plays in the process. 1.",Sugi-83-56 Johnson Sinkula Schultz.pdf
"SAS provides a powerful implementation language for systems which are designed to be extensible, that is, where the users may extend and customize the capa­ bilities of the systems by writing and then executing new functions. SAS is easy to master and can handle high-level constructs. This makes SAS ideal for writing and executing extensions in real time. SAS 82 will further enhance this capability. This paper will investigate some areas where the extensible features of SAS may be put to greatest benefit. Suggestions for additional enhancements to SAS to further facilitate these kinds of systems will be made. In particular, the paper will focus on the use of SAS in (l) an extensible edi­ tor, (2) a dynamic graphics program, (3) an operations research system, and (4) an automated documentation generator. This paper assumes the existence of SAS, SAS/GRAPH and SAS/PSP in the working environment.",Sugi-83-57 McGregor Nelson.pdf
"A DYNAMIC REPORT WRITER. FITTING ONE STRUCTURE TO MULTIPLE OUTPUTS Ann K~nnedy Handl~r. Bureau of Labor Statistics Jesse Gary, ORI. Inc. One of the problems t~at occurs when varicus users desire multiple windows on the same data is how to frame their different requirements to avoid a redundancy of applications. Th i 5 paper proposes one approach 11 J to the solution of that problem--a Dynamic Report Writer (DRW) program which meets the following objectives: 1) to generate a set of customized reports which present essentially the same data from different perspectives; 2) to generate the same or similar reports using different data; and 3) to reduce duplication of'code w~ile retaining the fleKibility to produce variable output. The strategy employed to meet these objectives involves deter~ining t~e common structure among the various reports, ""constructing"" the data to fit the report structure and designing a program structure which although static appears to function dynamically. The DynamiC Report Writer program conditionally selects and constructs different configurations of data by accepting user-specified parameters through an interactive query and job submission facility. The DRW then builds the report-writer module corresPonding to the specified report or set of reports from prewritten components allocated and modified at run time and e~ecuted with a %INCLUDE statement [3 J. STRUCTURE OF THE REPORT T~e DYnamic Report Writer was developed to prodUce the application called the Initiation Control Report tIeR) which is used to monitor the collection of data for the Rental Equivalency Housing Survey. The ICR is composed of a series of tables ~t v~rious levels of aggregation. Each cell in the two-dimensional tables contains the number of housing units according to type of TENURE and type of RESPONSE. The TENURE of a housing unit is one of three types: ""Renter"", ""Owner"" or ""Undetermined""; 295 the RESPONSE code given a is one of more than thirty as: ""Interview Complete",Sugi-83-58 Handler Gary.pdf
"re useful for producing simple descriptive statistics, the appearance of their output is not suitable for most publication standards. The CAMTAB system, on the other hand, enables camera-ready tables to be produced directly within SAS. This system eliminates the need for data to be transcribed from printouts and then retyped. The main elements of the CAMTAB system include a cataloged JCL procedure, a SAS FROC (LMSTAB) that summarizes the data, and a generalized SAS DATA step (TABPRINT) that does the actual formatting and printing. Counts, vertical and horizontal percents, means and medians may be produced and mixed within a single table. Among the other features offered by CAMTAB are subtotaling, selective underlining of portions of titles and footnotes, and rounding and formatting cell values. II. BACKGROUND Westat is an employee-owned research corporation providing contract research and survey services both to U.S. Government agencies and to institutional and business clients. For the past several years, Westat has provided the data management and analytic support for the Department of Labor~s Continuous Longitudinal Manpower Survey (GLMS). The CLMS is an ongoing study designed to evaluate the effects of the Comprehensive Employment and Training Act (CETA) by conducting and analyzing periodic national surveys of program participants. As part of the eLMS project, Westat has published more than 20 reports detailing the demographic characteristics, earnings and employment expe",Sugi-83-59 Rhoads.pdf
